Y acceleration m/s^2,-X acceleration m/s^2,Z acceleration m/s^2 Z,Sample time [seg]
11.951855,3.4476504,3.7253778,2025-02-16 16:31:20.687
9.500193,0.5650316,-2.5474305,2025-02-16 16:31:20.691
11.827356,0.02873042,5.046977,2025-02-16 16:31:20.696
10.745177,1.1683705,3.5817258,2025-02-16 16:31:20.699
9.136273,2.1452048,-0.6895301,2025-02-16 16:31:20.704
10.563218,2.8443117,4.999093,2025-02-16 16:31:20.707
8.829816,0.93852705,2.3654714,2025-02-16 16:31:20.711
7.2687964,-1.6950948,-1.3311762,2025-02-16 16:31:20.715
10.103531,-1.13964,5.0182467,2025-02-16 16:31:20.719
10.5919485,1.283292,3.1603463,2025-02-16 16:31:20.723
10.199299,3.2369606,0.9768343,2025-02-16 16:31:20.727
10.764331,3.4284968,3.1507695,2025-02-16 16:31:20.730
8.513782,1.1683705,-1.0342951,2025-02-16 16:31:20.735
8.264784,-0.9576807,0.9768343,2025-02-16 16:31:20.739
9.279925,-1.1875241,3.3806129,2025-02-16 16:31:20.743
8.0924015,0.17238252,-1.4939818,2025-02-16 16:31:20.747
9.787497,2.528277,2.030283,2025-02-16 16:31:20.751
11.980585,3.6774938,6.2823853,2025-02-16 16:31:20.755
9.069236,1.6950948,-0.16280572,2025-02-16 16:31:20.759
10.70687,0.21068975,5.7365074,2025-02-16 16:31:20.763
11.415554,0.62249243,7.144298,2025-02-16 16:31:20.767
7.9870567,1.0055647,-5.161899,2025-02-16 16:31:20.771
11.664551,2.6048915,5.7748146,2025-02-16 16:31:20.774
11.942278,1.388637,7.565677,2025-02-16 16:31:20.778
8.63828,0.095768064,-3.6487634,2025-02-16 16:31:20.784
12.066776,1.982399,6.7133417,2025-02-16 16:31:20.787
11.482592,2.9017725,5.985504,2025-02-16 16:31:20.792
9.059659,4.050989,0.61291564,2025-02-16 16:31:20.795
11.827356,3.86903,10.486604,2025-02-16 16:31:20.800
8.599973,1.6089035,4.721366,2025-02-16 16:31:20.803
7.881712,0.46926352,2.9592333,2025-02-16 16:31:20.807
9.346964,1.4652514,4.2521024,2025-02-16 16:31:20.811
10.630256,2.9783869,3.5817258,2025-02-16 16:31:20.815
11.87524,3.9935284,1.7908629,2025-02-16 16:31:20.818
11.903971,2.96881,0.8331822,2025-02-16 16:31:20.822
10.802638,1.388637,-1.0055647,2025-02-16 16:31:20.826
11.233594,0.29688102,2.8634653,2025-02-16 16:31:20.831
9.021352,-0.2873042,0.37349546,2025-02-16 16:31:20.835
8.599973,0.641646,2.2409728,2025-02-16 16:31:20.839
8.571242,1.2545617,3.0071173,2025-02-16 16:31:20.843
8.331821,1.1300632,1.934515,2025-02-16 16:31:20.847
9.3661175,1.4939818,2.6527755,2025-02-16 16:31:20.851
9.768343,2.4899697,3.5529952,2025-02-16 16:31:20.857
10.429143,4.367024,2.9113493,2025-02-16 16:31:20.859
10.132261,5.305551,2.1260512,2025-02-16 16:31:20.862
9.921572,5.2480903,1.9249382,2025-02-16 16:31:20.867
7.9487495,2.96881,-1.934515,2025-02-16 16:31:20.871
8.523358,1.1300632,1.9440918,2025-02-16 16:31:20.874
8.475474,0.30645782,3.1316159,2025-02-16 16:31:20.880
8.331821,0.9864111,2.3080103,2025-02-16 16:31:20.883
8.848969,2.1930888,3.5434184,2025-02-16 16:31:20.887
10.553641,3.169923,8.255207,2025-02-16 16:31:20.891
9.528923,1.2545617,3.4763808,2025-02-16 16:31:20.895
11.166556,0.009576807,5.497087,2025-02-16 16:31:20.899
11.865664,-0.8523358,4.31914,2025-02-16 16:31:20.904
10.132261,-0.46926352,-3.6391866,2025-02-16 16:31:20.907
13.148955,2.2026656,2.135628,2025-02-16 16:31:20.911
12.344504,3.7541082,1.733402,2025-02-16 16:31:20.914
8.887277,2.9592333,-1.3024458,2025-02-16 16:31:20.918
8.571242,2.2697031,4.2904096,2025-02-16 16:31:20.923
7.144298,2.8060043,2.9592333,2025-02-16 16:31:20.930
6.799533,4.3957543,2.4516625,2025-02-16 16:31:20.931
6.6271505,5.851429,2.4133554,2025-02-16 16:31:20.936
7.4028716,6.742072,4.501099,2025-02-16 16:31:20.939
8.944737,6.033388,7.422025,2025-02-16 16:31:20.944
9.088389,4.156334,5.851429,2025-02-16 16:31:20.947
9.56723,2.72939,5.5641246,2025-02-16 16:31:20.951
11.204864,2.3942018,7.393295,2025-02-16 16:31:20.955
10.91756,1.8387469,4.060566,2025-02-16 16:31:20.959
11.118672,1.5131354,2.834735,2025-02-16 16:31:20.963
10.103531,-0.80445176,0.16280572,2025-02-16 16:31:20.967
6.9144545,-2.4037786,-9.605537,2025-02-16 16:31:20.971
7.575254,-1.5514427,-5.9184666,2025-02-16 16:31:20.975
9.279925,1.4173675,0.641646,2025-02-16 16:31:20.979
9.9790325,4.3957543,3.715801,2025-02-16 16:31:20.983
9.739613,5.2289367,6.540959,2025-02-16 16:31:20.987
7.067683,3.4955344,3.7445314,2025-02-16 16:31:20.991
2.72939,0.7278373,-6.1770406,2025-02-16 16:31:20.995
2.135628,-0.1436521,-6.933608,2025-02-16 16:31:20.999
2.183512,0.06703765,-7.833828,2025-02-16 16:31:21.003
1.3694834,0.4213795,-14.805743,2025-02-16 16:31:21.007
6.7612257,2.2409728,-2.9783869,2025-02-16 16:31:21.010
13.599066,3.9552212,12.717999,2025-02-16 16:31:21.015
13.579912,2.566584,14.010868,2025-02-16 16:31:21.018
16.385916,1.9440918,24.74647,2025-02-16 16:31:21.023
16.376339,1.8387469,25.435999,2025-02-16 16:31:21.027
14.518439,1.5227122,20.197485,2025-02-16 16:31:21.031
11.3964,-0.10534488,9.844957,2025-02-16 16:31:21.035
9.040505,-2.585738,-2.4516625,2025-02-16 16:31:21.039
8.264784,-4.5681367,-9.710882,2025-02-16 16:31:21.043
6.8761473,-5.9663506,-18.071434,2025-02-16 16:31:21.047
10.524911,-4.1659107,-5.410896,2025-02-16 16:31:21.051
10.630256,-0.36391866,-0.25857377,2025-02-16 16:31:21.055
7.699753,2.8538885,-0.21068975,2025-02-16 16:31:21.058
10.28549,6.646304,17.937359,2025-02-16 16:31:21.063
7.469909,6.205771,14.058752,2025-02-16 16:31:21.067
4.7022123,3.9935284,6.646304,2025-02-16 16:31:21.071
7.3166804,2.9879637,10.907983,2025-02-16 16:31:21.075
8.1402855,2.231396,6.8186865,2025-02-16 16:31:21.079
7.038953,1.7142484,-5.2289367,2025-02-16 16:31:21.083
12.5264635,2.231396,2.3942018,2025-02-16 16:31:21.087
10.764331,-0.6799533,-2.9113493,2025-02-16 16:31:21.091
10.984597,-3.4859576,-0.94810385,2025-02-16 16:31:21.095
12.038046,-5.410896,3.1890767,2025-02-16 16:31:21.098
9.835381,-6.033388,-2.2601264,2025-02-16 16:31:21.103
11.233594,-3.8594532,1.9632454,2025-02-16 16:31:21.106
12.325351,1.3311762,5.094861,2025-02-16 16:31:21.110
10.199299,3.466804,0.22026655,2025-02-16 16:31:21.114
9.404425,3.7541082,0.6895301,2025-02-16 16:31:21.119
8.418014,3.217807,2.1068976,2025-02-16 16:31:21.123
8.7532015,2.6240451,6.38773,2025-02-16 16:31:21.127
5.602432,1.9536686,-0.8619126,2025-02-16 16:31:21.131
5.4683566,3.2752678,-2.2122424,2025-02-16 16:31:21.136
9.576807,3.9743748,7.795521,2025-02-16 16:31:21.139
8.6095495,2.528277,2.633622,2025-02-16 16:31:21.143
11.21444,1.2162545,4.912902,2025-02-16 16:31:21.147
15.093047,0.7757214,12.181698,2025-02-16 16:31:21.151
10.390836,-1.091756,-5.583278,2025-02-16 16:31:21.154
9.423578,-1.8291701,-9.749189,2025-02-16 16:31:21.159
10.726024,-1.982399,-2.873042,2025-02-16 16:31:21.162
7.517793,-3.169923,-8.082825,2025-02-16 16:31:21.169
7.144298,-2.3463178,-4.1180267,2025-02-16 16:31:21.171
4.003105,0.33518824,-7.536947,2025-02-16 16:31:21.175
5.995081,4.644751,0.41180268,2025-02-16 16:31:21.180
10.994174,7.8529816,17.860744,2025-02-16 16:31:21.184
8.197746,5.8705826,10.132261,2025-02-16 16:31:21.187
10.745177,5.2863975,14.346057,2025-02-16 16:31:21.191
11.511322,5.104438,10.6877165,2025-02-16 16:31:21.195
8.1402855,4.3287168,-1.2258313,2025-02-16 16:31:21.199
9.548077,4.855441,0.11492168,2025-02-16 16:31:21.203
10.70687,4.012682,4.1659107,2025-02-16 16:31:21.207
6.6271505,-1.340753,-8.7053175,2025-02-16 16:31:21.210
7.8912888,-3.4955344,-6.9048777,2025-02-16 16:31:21.215
14.33648,-1.0630256,6.3302693,2025-02-16 16:31:21.220
15.571888,2.3080103,6.14831,2025-02-16 16:31:21.224
11.951855,4.855441,-8.24563,2025-02-16 16:31:21.227
14.365211,6.9623384,4.2999864,2025-02-16 16:31:21.231
11.587936,4.903325,9.80665,2025-02-16 16:31:21.235
7.431602,1.8579005,7.345411,2025-02-16 16:31:21.239
7.680599,-0.29688102,10.994174,2025-02-16 16:31:21.243
6.6271505,-1.8387469,7.9870567,2025-02-16 16:31:21.247
5.861006,-1.0151415,-2.2505496,2025-02-16 16:31:21.251
9.107543,1.8866309,-1.388637,2025-02-16 16:31:21.255
9.030929,4.4819455,-6.1195793,2025-02-16 16:31:21.259
4.759673,3.7062242,-11.693281,2025-02-16 16:31:21.263
8.676587,4.156334,5.2768207,2025-02-16 16:31:21.268
11.262324,3.323152,19.201498,2025-02-16 16:31:21.272
6.5218053,0.41180268,3.4380736,2025-02-16 16:31:21.275
8.159439,0.41180268,3.3806129,2025-02-16 16:31:21.281
16.807297,5.00867,18.128895,2025-02-16 16:31:21.283
12.229582,3.8498764,-2.3080103,2025-02-16 16:31:21.287
11.118672,1.5035586,-5.9567738,2025-02-16 16:31:21.291
16.280571,0.23942018,11.769896,2025-02-16 16:31:21.296
12.545617,-2.5187001,1.7908629,2025-02-16 16:31:21.299
7.4124484,-3.6583402,-10.477027,2025-02-16 16:31:21.305
14.269443,1.1300632,12.287044,2025-02-16 16:31:21.306
8.954314,2.4516625,0.39264908,2025-02-16 16:31:21.311
7.422025,3.3135753,-2.834735,2025-02-16 16:31:21.315
11.109096,4.271256,12.440272,2025-02-16 16:31:21.320
6.5026517,3.667917,1.8195933,2025-02-16 16:31:21.323
3.7732618,2.9879637,-4.663905,2025-02-16 16:31:21.327
8.389283,4.175488,10.084377,2025-02-16 16:31:21.331
8.00621,2.873042,4.405331,2025-02-16 16:31:21.337
7.240066,0.6512229,-5.0661306,2025-02-16 16:31:21.338
12.26789,-0.2681506,3.6391866,2025-02-16 16:31:21.343
16.40507,-0.51714754,9.030929,2025-02-16 16:31:21.347
13.905523,-2.5474305,-2.882619,2025-02-16 16:31:21.351
14.652514,-2.6910827,-0.047884032,2025-02-16 16:31:21.354
14.020445,-1.8866309,1.685518,2025-02-16 16:31:21.360
9.433155,-1.3503298,-7.1730285,2025-02-16 16:31:21.363
10.936713,0.6703765,3.5051112,2025-02-16 16:31:21.368
10.1226845,2.0111294,7.6614456,2025-02-16 16:31:21.371
3.1411927,1.340753,-5.7365074,2025-02-16 16:31:21.375
6.885724,3.4380736,12.794614,2025-02-16 16:31:21.379
7.249643,3.9360676,15.284584,2025-02-16 16:31:21.383
4.050989,3.4763808,-0.7086837,2025-02-16 16:31:21.387
11.358093,4.060566,11.597513,2025-02-16 16:31:21.391
13.40753,1.8195933,6.540959,2025-02-16 16:31:21.394
10.036493,-2.8634653,-11.60709,2025-02-16 16:31:21.400
15.705963,-4.213795,-0.2777274,2025-02-16 16:31:21.402
16.309301,-4.261679,2.6623523,2025-02-16 16:31:21.407
13.551182,-4.711789,-3.6008794,2025-02-16 16:31:21.411
12.641385,-4.232949,0.89064306,2025-02-16 16:31:21.415
11.118672,-3.0358477,4.232949,2025-02-16 16:31:21.419
7.833828,-1.9536686,1.5035586,2025-02-16 16:31:21.423
7.632715,0.94810385,4.8267107,2025-02-16 16:31:21.427
6.4260373,2.9113493,4.4915223,2025-02-16 16:31:21.432
5.439626,3.8977604,1.0630256,2025-02-16 16:31:21.435
7.881712,4.5202527,5.48751,2025-02-16 16:31:21.440
9.854534,4.4340615,5.2768207,2025-02-16 16:31:21.442
8.743625,3.1411927,-0.38307226,2025-02-16 16:31:21.447
10.668563,2.0685902,3.41892,2025-02-16 16:31:21.451
8.820239,0.7086837,0.91937345,2025-02-16 16:31:21.456
10.275913,-0.5554548,5.583278,2025-02-16 16:31:21.459
10.419566,-2.7389667,6.435614,2025-02-16 16:31:21.463
9.088389,-4.8745947,2.3558946,2025-02-16 16:31:21.467
10.1226845,-4.548983,2.9400797,2025-02-16 16:31:21.472
10.812215,0.4213795,3.6487634,2025-02-16 16:31:21.475
10.275913,3.9935284,0.41180268,2025-02-16 16:31:21.479
10.477027,5.650316,2.135628,2025-02-16 16:31:21.483
10.342952,4.951209,4.8267107,2025-02-16 16:31:21.487
10.831368,3.5434184,8.973468,2025-02-16 16:31:21.491
10.113108,1.5227122,7.5465236,2025-02-16 16:31:21.494
10.524911,0.21068975,6.0525417,2025-02-16 16:31:21.499
12.11466,-0.7278373,7.9583263,2025-02-16 16:31:21.505
9.768343,-2.3942018,-1.1109096,2025-02-16 16:31:21.507
9.126697,-3.1316159,-2.6623523,2025-02-16 16:31:21.511
10.505757,-2.2984335,3.3614593,2025-02-16 16:31:21.515
7.9870567,-1.340753,-0.5650316,2025-02-16 16:31:21.519
9.653421,1.1013328,7.335834,2025-02-16 16:31:21.523
8.571242,2.3750482,8.073248,2025-02-16 16:31:21.528
4.606444,1.7621324,-1.7238252,2025-02-16 16:31:21.531
7.7093296,3.1124623,7.5082164,2025-02-16 16:31:21.535
7.6135616,3.3614593,5.363012,2025-02-16 16:31:21.539
4.759673,3.2369606,-6.8282633,2025-02-16 16:31:21.542
11.9135475,5.0757074,7.97748,2025-02-16 16:31:21.546
10.314221,3.466804,-1.7525556,2025-02-16 16:31:21.552
9.509769,1.5514427,-5.554548,2025-02-16 16:31:21.555
13.340492,0.641646,5.7269306,2025-02-16 16:31:21.560
11.252748,-1.1875241,0.038307227,2025-02-16 16:31:21.563
9.605537,-2.0590134,-3.1316159,2025-02-16 16:31:21.567
11.63582,-1.3024458,6.157887,2025-02-16 16:31:21.571
7.7093296,0.60333884,0.32561144,2025-02-16 16:31:21.575
7.699753,3.7349546,1.8866309,2025-02-16 16:31:21.579
9.299079,6.090849,8.647857,2025-02-16 16:31:21.583
6.885724,5.6886234,3.1316159,2025-02-16 16:31:21.587
6.703765,4.4340615,3.0550013,2025-02-16 16:31:21.591
9.768343,2.72939,12.899959,2025-02-16 16:31:21.594
11.664551,0.23942018,13.273455,2025-02-16 16:31:21.600
15.428236,-0.2873042,17.764977,2025-02-16 16:31:21.603
18.760965,-0.2873042,18.44493,2025-02-16 16:31:21.608
18.330008,-1.0726024,8.322245,2025-02-16 16:31:21.611
18.32043,-0.8810662,0.19153613,2025-02-16 16:31:21.615
16.606182,-1.1971009,-6.4739213,2025-02-16 16:31:21.619
10.132261,-2.4037786,-13.713987,2025-02-16 16:31:21.624
8.714894,-2.1068976,-2.2409728,2025-02-16 16:31:21.627
3.1124623,-2.0015526,-1.4652514,2025-02-16 16:31:21.631
-3.169923,-1.541866,-6.9048777,2025-02-16 16:31:21.635
-4.309563,-0.22984336,-2.27928,2025-02-16 16:31:21.639
-3.7541082,1.2641385,1.8100165,2025-02-16 16:31:21.642
-2.1452048,2.4995465,-1.4460979,2025-02-16 16:31:21.647
2.9879637,4.2425256,-1.0630256,2025-02-16 16:31:21.650
7.690176,5.506664,-3.2273839,2025-02-16 16:31:21.655
11.195287,5.7269306,-7.843405,2025-02-16 16:31:21.660
15.763424,5.056554,-4.232949,2025-02-16 16:31:21.664
16.22311,2.719813,-4.8745947,2025-02-16 16:31:21.667
16.711529,0.11492168,2.9017725,2025-02-16 16:31:21.671
14.5759,-0.15322891,4.8745947,2025-02-16 16:31:21.675
11.865664,0.62249243,6.483498,2025-02-16 16:31:21.679
10.496181,2.030283,9.557653,2025-02-16 16:31:21.684
9.80665,2.6048915,11.434708,2025-02-16 16:31:21.687
8.255207,2.384625,8.178593,2025-02-16 16:31:21.692
8.1402855,3.466804,4.3287168,2025-02-16 16:31:21.695
10.093954,5.046977,4.2521024,2025-02-16 16:31:21.700
10.898406,6.301539,1.4460979,2025-02-16 16:31:21.703
11.645397,6.655881,1.2449849,2025-02-16 16:31:21.706
12.29662,5.899313,2.8921957,2025-02-16 16:31:21.711
10.860099,3.5625722,0.38307226,2025-02-16 16:31:21.715
10.199299,1.0534488,3.2465374,2025-02-16 16:31:21.719
9.346964,0.11492168,4.4723687,2025-02-16 16:31:21.723
8.418014,0.46926352,4.8362875,2025-02-16 16:31:21.727
7.6231384,1.0726024,5.2863975,2025-02-16 16:31:21.731
6.4739213,1.2354081,3.8498764,2025-02-16 16:31:21.737
7.6710224,0.5650316,6.8091097,2025-02-16 16:31:21.739
9.864111,-0.92895025,9.461885,2025-02-16 16:31:21.743
9.576807,-2.1452048,-0.45968673,2025-02-16 16:31:21.746
12.966996,-0.89064306,0.8714894,2025-02-16 16:31:21.751
14.60463,0.62249243,0.7565677,2025-02-16 16:31:21.755
14.623784,2.1068976,-1.3694834,2025-02-16 16:31:21.759
15.179238,3.466804,1.4652514,2025-02-16 16:31:21.763
13.905523,1.8291701,7.747637,2025-02-16 16:31:21.767
8.1402855,-0.82360536,2.834735,2025-02-16 16:31:21.771
7.144298,-1.8866309,6.033388,2025-02-16 16:31:21.775
6.83784,-1.3024458,7.824251,2025-02-16 16:31:21.780
5.9280434,0.15322891,2.0015526,2025-02-16 16:31:21.783
7.1251445,2.7389667,-1.8579005,2025-02-16 16:31:21.786
11.022904,5.765238,3.8402996,2025-02-16 16:31:21.791
11.540052,5.506664,-4.951209,2025-02-16 16:31:21.795
14.192827,5.9759274,-1.6950948,2025-02-16 16:31:21.799
16.366762,7.086837,4.3957543,2025-02-16 16:31:21.803
13.905523,7.2209125,1.7812861,2025-02-16 16:31:21.807
12.124237,7.07726,2.9017725,2025-02-16 16:31:21.812
13.570335,6.0046577,15.456966,2025-02-16 16:31:21.815
7.4986396,1.3694834,4.9703627,2025-02-16 16:31:21.820
4.462792,-1.685518,3.074155,2025-02-16 16:31:21.822
6.3685765,-2.3654714,11.559206,2025-02-16 16:31:21.826
5.7365074,-3.3135753,7.4603324,2025-02-16 16:31:21.830
5.889736,-3.6391866,1.8100165,2025-02-16 16:31:21.835
9.433155,-1.8100165,5.00867,2025-02-16 16:31:21.842
9.969456,0.05746084,-1.4173675,2025-02-16 16:31:21.847
9.758766,0.90979666,-4.5202527,2025-02-16 16:31:21.848
13.148955,1.9632454,6.2249246,2025-02-16 16:31:21.851
11.310209,1.3599066,1.1300632,2025-02-16 16:31:21.861
8.686164,1.3694834,-6.090849,2025-02-16 16:31:21.862
12.277467,3.7349546,3.2082303,2025-02-16 16:31:21.864
11.137826,4.663905,-3.4572272,2025-02-16 16:31:21.868
10.994174,4.4244847,-3.715801,2025-02-16 16:31:21.871
13.512875,4.7884035,5.3725886,2025-02-16 16:31:21.874
10.199299,3.6774938,-0.1340753,2025-02-16 16:31:21.879
6.3302693,2.681506,-5.631162,2025-02-16 16:31:21.882
9.040505,3.1603463,7.2687964,2025-02-16 16:31:21.887
4.817134,0.9959879,-1.5227122,2025-02-16 16:31:21.891
4.1946416,0.21068975,-2.0973208,2025-02-16 16:31:21.895
8.7532015,1.532289,10.831368,2025-02-16 16:31:21.899
7.6710224,2.327164,4.7500963,2025-02-16 16:31:21.903
6.1195793,2.3175871,-2.815581,2025-02-16 16:31:21.907
9.998186,3.3135753,6.885724,2025-02-16 16:31:21.911
7.8529816,1.7621324,-2.5761611,2025-02-16 16:31:21.915
8.695741,0.81402856,-2.384625,2025-02-16 16:31:21.919
10.189722,0.4213795,2.1260512,2025-02-16 16:31:21.923
9.270349,-0.1436521,0.58418524,2025-02-16 16:31:21.929
7.642292,-0.30645782,-0.31603462,2025-02-16 16:31:21.930
7.632715,1.6184803,1.388637,2025-02-16 16:31:21.935
8.303091,4.1371803,4.4723687,2025-02-16 16:31:21.939
7.785944,5.0661306,3.1316159,2025-02-16 16:31:21.943
7.5465236,4.4723687,4.223372,2025-02-16 16:31:21.947
9.500193,3.3614593,10.237606,2025-02-16 16:31:21.951
7.6135616,1.3311762,5.104438,2025-02-16 16:31:21.955
7.479486,0.0,4.1371803,2025-02-16 16:31:21.960
7.747637,-0.02873042,2.8443117,2025-02-16 16:31:21.962
7.3166804,0.0,-0.6607997,2025-02-16 16:31:21.967
10.70687,0.5554548,7.4603324,2025-02-16 16:31:21.971
9.969456,-0.59376204,3.0262709,2025-02-16 16:31:21.974
9.174581,-1.733402,1.5035586,2025-02-16 16:31:21.978
12.583924,-0.80445176,8.513782,2025-02-16 16:31:21.983
10.611102,0.46926352,2.1164744,2025-02-16 16:31:21.987
12.287044,0.94810385,7.5561004,2025-02-16 16:31:21.992
12.038046,-0.18195933,9.14585,2025-02-16 16:31:21.995
8.437167,-2.5091233,1.685518,2025-02-16 16:31:21.999
8.887277,-3.8881836,4.912902,2025-02-16 16:31:22.003
7.920019,-4.5202527,2.777274,2025-02-16 16:31:22.007
7.8529816,-2.8060043,1.5610195,2025-02-16 16:31:22.010
8.130709,-1.2066777,2.7006595,2025-02-16 16:31:22.015
7.9391727,0.038307227,3.3039982,2025-02-16 16:31:22.019
8.169016,0.31603462,4.2904096,2025-02-16 16:31:22.023
6.6846113,-0.30645782,-1.1300632,2025-02-16 16:31:22.026
7.1634517,-0.41180268,0.63206923,2025-02-16 16:31:22.031
8.1402855,1.532289,2.2697031,2025-02-16 16:31:22.036
6.2249246,2.1260512,-5.0182467,2025-02-16 16:31:22.039
6.7133417,3.5529952,-3.3806129,2025-02-16 16:31:22.043
10.783484,4.817134,9.270349,2025-02-16 16:31:22.047
7.833828,3.3806129,0.62249243,2025-02-16 16:31:22.050
7.920019,2.7006595,-2.4708161,2025-02-16 16:31:22.055
11.501745,3.6583402,3.4763808,2025-02-16 16:31:22.059
9.691729,3.1603463,-5.765238,2025-02-16 16:31:22.063
11.750742,3.514688,-1.532289,2025-02-16 16:31:22.066
12.890382,2.930503,2.9975405,2025-02-16 16:31:22.071
8.408437,0.08619126,-3.0358477,2025-02-16 16:31:22.074
8.465898,-0.842759,1.388637,2025-02-16 16:31:22.081
9.088389,-0.1436521,9.931149,2025-02-16 16:31:22.083
6.349423,0.20111294,3.1507695,2025-02-16 16:31:22.087
8.264784,1.2449849,7.1730285,2025-02-16 16:31:22.090
7.7572136,0.45010993,4.6830587,2025-02-16 16:31:22.095
7.776367,-0.90979666,2.9400797,2025-02-16 16:31:22.098
9.308656,-1.8291701,3.5051112,2025-02-16 16:31:22.104
9.471462,-1.9536686,0.59376204,2025-02-16 16:31:22.107
10.065224,-0.90021986,-1.1779473,2025-02-16 16:31:22.110
11.33894,0.8523358,2.4708161,2025-02-16 16:31:22.114
11.779472,1.5227122,3.572149,2025-02-16 16:31:22.118
10.333375,1.4077905,0.7469909,2025-02-16 16:31:22.122
10.46745,2.0590134,3.41892,2025-02-16 16:31:22.127
10.46745,3.6008794,5.650316,2025-02-16 16:31:22.133
9.452309,4.367024,2.0494366,2025-02-16 16:31:22.137
8.456321,4.0318356,0.18195933,2025-02-16 16:31:22.139
8.801085,3.1603463,3.5625722,2025-02-16 16:31:22.143
9.500193,2.0015526,6.3685765,2025-02-16 16:31:22.147
9.557653,1.2258313,5.841852,2025-02-16 16:31:22.151
9.289502,0.5267244,4.5298295,2025-02-16 16:31:22.155
9.5385,0.24899697,2.4899697,2025-02-16 16:31:22.159
9.509769,-0.2777274,-0.6512229,2025-02-16 16:31:22.162
12.928689,0.41180268,5.659893,2025-02-16 16:31:22.166
12.258312,0.80445176,-0.35434186,2025-02-16 16:31:22.171
11.559206,1.9728222,-3.7541082,2025-02-16 16:31:22.175
13.800179,4.146757,2.6910827,2025-02-16 16:31:22.179
11.003751,4.7884035,1.7429788,2025-02-16 16:31:22.183
10.831368,4.7309427,6.83784,2025-02-16 16:31:22.187
8.599973,3.4572272,6.4164605,2025-02-16 16:31:22.191
6.301539,1.2545617,4.3766007,2025-02-16 16:31:22.194
6.4260373,0.095768064,5.5162406,2025-02-16 16:31:22.200
9.471462,0.08619126,12.382812,2025-02-16 16:31:22.203
7.824251,0.35434186,-1.2737153,2025-02-16 16:31:22.207
12.555194,2.7102363,5.353435,2025-02-16 16:31:22.211
14.068329,4.2042184,4.644751,2025-02-16 16:31:22.215
11.453861,3.6104562,-5.3821654,2025-02-16 16:31:22.219
11.750742,1.982399,-1.9249382,2025-02-16 16:31:22.223
10.218452,0.8619126,1.292869,2025-02-16 16:31:22.227
7.6614456,0.842759,0.2681506,2025-02-16 16:31:22.231
10.553641,2.4899697,10.907983,2025-02-16 16:31:22.235
9.969456,2.7389667,11.645397,2025-02-16 16:31:22.239
7.5848308,1.6376339,7.5082164,2025-02-16 16:31:22.244
8.66701,1.8962077,8.0924015,2025-02-16 16:31:22.247
11.865664,2.920926,11.57836,2025-02-16 16:31:22.251
10.773908,3.0454245,-1.436521,2025-02-16 16:31:22.255
12.842498,4.2042184,-0.39264908,2025-02-16 16:31:22.259
14.652514,4.855441,2.7485435,2025-02-16 16:31:22.263
10.409989,3.2752678,-7.929596,2025-02-16 16:31:22.267
10.323798,1.436521,-2.9879637,2025-02-16 16:31:22.272
10.965444,0.12449849,7.2304893,2025-02-16 16:31:22.275
5.2959743,-0.9864111,-2.0015526,2025-02-16 16:31:22.279
5.841852,0.12449849,2.3175871,2025-02-16 16:31:22.283
10.237606,2.3175871,14.901511,2025-02-16 16:31:22.287
8.207323,1.7812861,4.060566,2025-02-16 16:31:22.290
9.069236,1.5801731,1.9632454,2025-02-16 16:31:22.295
14.020445,2.5091233,9.346964,2025-02-16 16:31:22.299
7.335834,1.5131354,-14.211981,2025-02-16 16:31:22.303
11.195287,3.4284968,-4.8458643,2025-02-16 16:31:22.308
14.872781,4.76925,9.011775,2025-02-16 16:31:22.310
7.929596,3.0071173,-7.019799,2025-02-16 16:31:22.315
9.346964,2.5378537,3.667917,2025-02-16 16:31:22.319
11.769896,2.2984335,15.840038,2025-02-16 16:31:22.323
-1.3024458,-0.94810385,-18.330008,2025-02-16 16:31:22.327
8.0924015,1.8195933,11.281479,2025-02-16 16:31:22.331
10.180145,1.7908629,15.035586,2025-02-16 16:31:22.336
1.1971009,-1.6567876,-16.079458,2025-02-16 16:31:22.339
13.120225,-0.59376204,13.196839,2025-02-16 16:31:22.345
15.811308,-0.59376204,16.97968,2025-02-16 16:31:22.347
8.034941,-1.0630256,-10.448297,2025-02-16 16:31:22.350
18.05228,3.217807,16.060305,2025-02-16 16:31:22.355
13.196839,3.0550013,1.9632454,2025-02-16 16:31:22.359
7.029376,0.50757074,-12.880805,2025-02-16 16:31:22.362
11.856087,0.36391866,3.323152,2025-02-16 16:31:22.368
8.944737,-0.7469909,0.8331822,2025-02-16 16:31:22.371
4.4340615,-0.6991069,-6.579266,2025-02-16 16:31:22.375
8.90643,1.6089035,11.128249,2025-02-16 16:31:22.379
6.9144545,1.7046716,6.8091097,2025-02-16 16:31:22.384
5.439626,0.8810662,4.8841715,2025-02-16 16:31:22.387
10.812215,1.1204864,18.713081,2025-02-16 16:31:22.393
9.787497,-0.019153614,12.737153,2025-02-16 16:31:22.395
8.561666,-1.2258313,0.37349546,2025-02-16 16:31:22.399
12.919112,-0.50757074,4.76925,2025-02-16 16:31:22.403
10.180145,-1.6089035,-7.97748,2025-02-16 16:31:22.409
12.0571995,-0.92895025,-6.081272,2025-02-16 16:31:22.411
14.614207,0.15322891,4.654328,2025-02-16 16:31:22.415
8.523358,-0.10534488,-5.90889,2025-02-16 16:31:22.419
